# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/athena/angsd/scratch/jiq4001/Pj//hg38.refGene.gtf" "-o" "/athena/angsd/scratch/jiq4001/Pj1/reads_count/featCounts_transcript_all.txt" "--minOverlap" "25" "-t" "transcript" "-g" "gene_id" "--primary" "--tmpDir" "/scratchLocal" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244251.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244252.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244253.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244254.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244255.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244256.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244251.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244252.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244253.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244254.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244255.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244256.Aligned.sortedByCoord.out.bam
KIR3DS1	chr19;chr19;chr19;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949749v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_KI270931v1_alt;chr19_KI270931v1_alt;chr19_KI270931v1_alt;chr19_KV575256v1_alt;chr19_KV575256v1_alt;chr19_KV575256v1_alt;chr19_KV575246v1_alt;chr19_KV575246v1_alt;chr19_KV575246v1_alt;chr19_KI270918v1_alt;chr19_KI270918v1_alt;chr19_KI270918v1_alt;chr19_KI270917v1_alt;chr19_KI270917v1_alt;chr19_KI270917v1_alt;chr19_GL000209v2_alt;chr19_GL000209v2_alt;chr19_GL000209v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_KI270890v1_alt;chr19_KI270890v1_alt;chr19_KI270890v1_alt;chr19_KI270891v1_alt;chr19_KI270891v1_alt;chr19_KI270891v1_alt;chr19_KI270930v1_alt;chr19_KI270930v1_alt;chr19_KI270930v1_alt;chr19_KI270883v1_alt;chr19_KI270883v1_alt;chr19_KI270883v1_alt;chr19_KI270884v1_alt;chr19_KI270884v1_alt;chr19_KI270884v1_alt;chr19_KI270885v1_alt;chr19_KI270885v1_alt;chr19_KI270885v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270920v1_alt;chr19_KI270920v1_alt;chr19_KI270920v1_alt;chr19_KV575253v1_alt;chr19_KV575253v1_alt;chr19_KV575253v1_alt;chr19_KI270914v1_alt;chr19_KI270914v1_alt;chr19_KI270914v1_alt;chr19_KI270915v1_alt;chr19_KI270915v1_alt;chr19_KI270915v1_alt;chr19_KI270916v1_alt;chr19_KI270916v1_alt;chr19_KI270916v1_alt;chr19_KI270923v1_alt;chr19_KI270923v1_alt;chr19_KI270923v1_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_KI270921v1_alt;chr19_KI270921v1_alt;chr19_KI270921v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KI270886v1_alt;chr19_KI270886v1_alt;chr19_KI270886v1_alt;chr19_KI270887v1_alt;chr19_KI270887v1_alt;chr19_KI270887v1_alt;chr19_KV575258v1_alt;chr19_KV575258v1_alt;chr19_KV575259v1_alt;chr19_KV575259v1_alt;chr19_KV575259v1_alt;chr19_KV575260v1_alt;chr19_KV575260v1_alt;chr19_KV575260v1_alt;chr19_GL949751v2_alt;chr19_KI270922v1_alt;chr19_KI270922v1_alt;chr19_KI270922v1_alt;chr19_KV575250v1_alt;chr19_KV575250v1_alt;chr19_KV575250v1_alt;chr19_KI270929v1_alt;chr19_KI270929v1_alt;chr19_KI270929v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_KI270882v1_alt;chr19_KI270882v1_alt;chr19_KI270882v1_alt;chr19_KV575251v1_alt;chr19_KV575251v1_alt;chr19_KV575251v1_alt;chr19_KV575252v1_alt;chr19_KV575252v1_alt;chr19_KV575252v1_alt;chr19_KI270933v1_alt;chr19_KI270933v1_alt;chr19_KI270933v1_alt;chr19_KI270932v1_alt;chr19_KI270932v1_alt;chr19_KI270932v1_alt;chr19_KI270888v1_alt;chr19_KI270888v1_alt;chr19_KI270888v1_alt;chr19_KI270889v1_alt;chr19_KI270889v1_alt;chr19_KI270889v1_alt;chr19_KV575248v1_alt;chr19_KV575248v1_alt;chr19_KV575248v1_alt;chr19_KV575247v1_alt;chr19_KV575247v1_alt;chr19_KV575247v1_alt;chr19_KI270919v1_alt;chr19_KI270919v1_alt;chr19_KI270919v1_alt;chr19_KV575255v1_alt;chr19_KV575255v1_alt;chr19_KV575255v1_alt	54816464;54816464;54816464;450526;450526;813245;819641;819641;819641;2319;2319;2319;148458;148458;148458;118099;118099;118099;118097;118097;118097;95407;95407;95407;58332;58332;58332;400779;400779;400779;434330;434330;434330;65403;65403;65403;1962;1962;1962;1962;1962;1962;1696;1696;1696;2145;2145;2145;2271;2271;2271;799033;799033;799033;103336;103336;103336;118063;118063;118063;10505;10505;134464;1962;1962;1962;65476;65476;65476;93830;93830;93830;734722;734722;734722;159475;159475;159475;118071;118071;118071;223482;223482;223482;10366;10366;10366;77364;77364;77364;44891;44891;118066;118066;118066;26090;104454;104454;707338;92407;92407;92407;118091;118091;118091;90672;90672;90672;720830;720830;720830;71689;71689;71689;118090;118090;118090;117914;117914;117914;1962;1962;1962;2297;2297;2297;1835;1835;1835;1962;1962;1962;118101;118101;118101;118107;118107;118107;1963;1963;1963;118101;118101;118101	54867095;54867095;54867095;478764;478764;856315;830388;830388;830388;52095;52095;52095;163045;163045;163045;149909;149909;149909;122021;122021;122021;146042;146042;146042;72919;72919;72919;402067;402067;402067;448917;448917;448917;79990;79990;79990;52618;52618;52618;174690;174690;52420;52345;52345;52345;52549;52549;52549;52912;52912;52912;849664;849664;849664;153119;153119;153119;150065;150065;150065;42507;42507;135752;52603;52603;52603;80063;80063;80063;144461;144461;144461;735431;735424;735431;174062;174062;174062;132658;132658;132658;238069;238069;238069;41740;41740;41740;91952;91952;91952;153076;153076;168707;168707;168707;118657;136456;136456;785685;143045;143045;143045;132678;132678;132678;141314;141314;141314;771470;771470;771470;86276;86276;86276;150117;150117;150117;167697;167697;167697;52440;52440;52440;52946;52946;52946;51041;51041;51041;52603;52603;52603;150103;150103;150103;168735;168735;168735;52614;52614;52614;150103;150103;150103	+;+;+;+;+;+;+;+;+;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;-;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;-;-;-;+;+;+	2052293	0	0	0	0	0	0
RHEBL1	chr12;chr12;chr12	49064676;49064676;49064676	49069979;49069979;49069979	-;-;-	5304	100	114	92	80	106	96
RPL10	chrX;chrX;chrX;chrX;chrX;chrX	154398065;154398065;154398065;154398377;154398377;154398497	154402339;154402339;154402339;154402332;154402332;154402339	+;+;+;+;+;+	4275	42538	40275	36097	34385	34701	30836
ANK2	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	112706018;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112817997;112860987;112860987;112860987;112860987;113049414;113049414;113049414;113049414;113049414;113049414;113049414;113049414;113049414;113049414;113049414;113049414;113049414;113049653;113116697;113116697;113116697;113116697;113116697;113292839;113292839;113292839;113292839;113292839	113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383736;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740;113383740	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	677723	6140	5618	4954	5357	5471	4971
ROBO4	chr11;chr11	124883691;124883691	124897865;124897865	-;-	14175	4	2	2	2	4	2
TSEN2	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	12484432;12484432;12484432;12484480;12484480;12484480;12484511;12484529	12533321;12533321;12533321;12539624;12533658;12539624;12533321;12533321	+;+;+;+;+;+;+;+	55193	8685	7932	7300	7004	7371	6773
USP30	chr12;chr12	109023089;109052576	109088026;109088018	+;+	64938	1059	855	754	904	1048	812
KDM6A	chrX;chrX;chrX;chrX;chrX;chrX;chrX	44873175;44873175;44873175;44873175;44873175;44873175;44873188	45112612;45112612;45112612;45112612;45112612;45112612;45112779	+;+;+;+;+;+;+	239605	14720	12283	11671	11375	12440	11328
USHBP1	chr19;chr19;chr19;chr19	17249174;17249174;17249174;17249174	17264745;17264745;17264745;17264745	-;-;-;-	15572	4	8	3	8	9	10
PRH1	chr12;chr12;chr12;chr12_KI270904v1_alt;chr12_KI270904v1_alt;chr12_KI270904v1_alt;chr12_GL877876v1_alt;chr12_GL877876v1_alt;chr12_GL877876v1_alt	10880965;10880965;10963804;79671;79671;162510;79671;79671;162510	11171611;11171611;11171611;366551;366551;366551;402265;402265;402265	-;-;-;-;-;-;-;-;-	900123	0	0	0	0	0	0
EVX1	chr7;chr7;chr7	27242802;27242802;27242802	27247830;27247830;27247830	+;+;+	5029	6	0	0	0	2	2
SLC8A1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	40094524;40094524;40097270;40097270;40097270;40097270;40097270;40097270;40097270;40097270;40097270;40097270;40097270;40097270;40097270;40097270;40097270;40097270	40452090;40512435;40512435;40452090;40452090;40451684;40452090;40452090;40430304;40451684;40452090;40452090;40451684;40452090;40451684;40452090;40452090;40430304	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	417912	264	219	266	205	151	204
RCC1	chr1;chr1;chr1;chr1;chr1;chr1	28505943;28506043;28506043;28518226;28518226;28518226	28539196;28539294;28539294;28539294;28539294;28539294	+;+;+;+;+;+	33352	4649	4607	4013	3591	3620	3254
GMPR2	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix;chr14_KZ208920v1_fix	24232622;24232622;24232622;24232622;24232622;24232622;24232622;24232622;24232929;24232929;24232929;24232929;24232929;533600;533600;533600;533600;533600;533600;533600;533600;533907;533907;533907;533907;533907	24239241;24239241;24239241;24239241;24239241;24239241;24239241;24239241;24239241;24239241;24239241;24239241;24239241;540219;540219;540219;540219;540219;540219;540219;540219;540219;540219;540219;540219;540219	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13240	2867	2663	2562	2096	2383	2356
MMS22L	chr6;chr6;chr6	97142161;97142161;97142161	97283216;97283216;97283216	-;-;-	141056	8908	7588	7381	6878	7228	6076
SNX14	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497;85505497	85594156;85594156;85594156;85594156;85594156;85593858;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156;85594156	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	88660	9996	8473	8194	7899	8710	7946
STXBP6	chr14;chr14;chr14;chr14;chr14;chr14;chr14	24809655;24809655;24809655;24809655;24809655;24809655;24809655	25049889;25049889;25050297;25049000;25050297;25050297;25050297	-;-;-;-;-;-;-	240643	1248	1112	1080	1158	1047	934
TMCC1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	129647792;129647792;129647792;129647792;129647792;129647792;129647792;129647792;129647792;129647792;129647792;129647792;129647792;129647792;129647792;129647792	129893711;129893711;129724113;129794612;129688732;129893711;129893711;129893576;129893711;129893711;129893711;129893711;129893711;129893711;129688732;129893711	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	245920	25463	21611	19276	20665	22938	20969
TMEM94	chr17;chr17;chr17;chr17;chr17	75456635;75456635;75456635;75476537;75476537	75500452;75500452;75500452;75500452;75500452	+;+;+;+;+	43818	4465	4894	3733	3705	3816	3425
LINC01714	chr1	8208672	8215208	+	6537	4	8	6	16	4	2
HNRNPUL2	chr11	62712630	62727457	-	14828	4	8	9	2	10	4
OR52B6	chr11	5580877	5581884	+	1008	3	9	5	4	7	12
OR52B4	chr11	4367263	4368386	-	1124	2	0	0	2	2	0
MCC	chr5;chr5	113022106;113022106	113294938;113488453	-;-	466348	9411	7750	7167	6888	7851	7130
IYD	chr6;chr6;chr6;chr6;chr6	150369012;150369012;150369012;150369012;150369012	150405969;150405969;150405969;150405969;150405969	+;+;+;+;+	36958	14	10	6	16	14	14
GNB1	chr1;chr1;chr1	1785285;1785285;1785286	1891117;1891117;1891087	-;-;-	105833	20786	19656	17423	17012	17105	15512
SLC25A36	chr3;chr3	140941836;140941836	140980995;140979937	+;+	39160	6052	5253	4977	4725	5545	4826
RERE-AS1	chr1	8424645	8435016	+	10372	0	0	0	0	0	0
SNORD128	chr1	8494800	8494913	-	114	0	0	0	0	0	0
ANGEL2	chr1;chr1;chr1;chr1;chr1;chr1	212992182;212992182;212992182;212992182;212992182;212992182	213015867;213015509;213015875;213015875;213015875;213015875	-;-;-;-;-;-	23694	4866	4144	3905	3911	4096	4098
MIR6728	chr1	8866502	8866590	-	89	0	0	0	0	0	0
ENO1-AS1	chr1	8878835	8879884	+	1050	49	97	55	72	49	45
TMEM51	chr1;chr1;chr1;chr1;chr1;chr1	15152532;15152566;15153747;15153747;15153747;15153747	15220478;15220478;15220478;15220478;15220478;15220478	+;+;+;+;+;+	67947	5242	4832	4051	4070	4166	3807
CD300LD	chr17	74579365	74592283	-	12919	0	0	0	0	0	0
GRAMD1A	chr19;chr19;chr19;chr19;chr19	34994727;35000323;35000323;35000323;35000323	35026469;35026469;35026469;35026469;35026469	+;+;+;+;+	31743	16807	16445	13510	14072	14508	12607
HSPB11	chr1;chr1;chr1;chr1	53921561;53921561;53921561;53921561	53946308;53945823;53945823;53945823	-;-;-;-	24748	1516	1164	1228	1319	1389	1346
RHD	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	25272486;25272486;25272486;25272486;25272486;25272509;25272509;25272509	25330445;25330445;25330445;25330445;25330445;25330445;25330445;25330445	+;+;+;+;+;+;+;+	57960	0	0	0	0	0	0
IER5	chr1	181088700	181092900	+	4201	1644	1799	1638	1322	1175	1049
DNAJC27	chr2;chr2	24943636;24943643	24972094;24971955	-;-	28459	1350	1177	1162	1142	1227	1164
STK26	chrX;chrX;chrX	132023302;132023302;132023589	132075943;132075943;132075943	+;+;+	52642	3080	2918	2812	2680	2640	2518
GNG13	chr16	798041	800734	-	2694	80	123	65	79	41	51
SIRT6	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	4174109;4174109;4174109;4174109;4174109;4174109;4174109;4174109;4174109	4182563;4182306;4182563;4182563;4182563;4182563;4182563;4182563;4182563	-;-;-;-;-;-;-;-;-	8455	732	710	630	576	497	515
GPR83	chr11;chr11	94377316;94377316	94401419;94401419	-;-	24104	34	38	20	44	28	28
MIR34AHG	chr1	9148011	9182338	-	34328	6229	6299	5369	5223	5188	4925
TRIM73	chr7;chr7	72959477;75395629	72969466;75405613	-;+	19975	0	0	0	0	0	0
UBE3D	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	82892390;82892390;82892398;82892398;82892398;82892398;82892398;82892398	83065841;83065841;83065841;83065841;83065841;83065841;83065841;83065841	-;-;-;-;-;-;-;-	173452	6211	5575	5040	4776	5262	4787
LINC02606	chr1;chr1	9425094;9425094	9428996;9428916	-;-	3903	14	14	21	8	18	12
PIK3CD-AS1	chr1	9652610	9654586	-	1977	0	0	0	0	0	0
PIK3CD-AS2	chr1;chr1;chr1	9672426;9672426;9680845	9687574;9687574;9687574	-;-;-	15149	0	0	0	0	0	0
TEX264	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	51671175;51671175;51671175;51671252;51671252;51671252;51671252;51671627;51671627	51704323;51704323;51704323;51704323;51704323;51704323;51704323;51704323;51704323	+;+;+;+;+;+;+;+;+	33149	2978	3115	2446	2310	2356	2318
LETMD1	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	51048220;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327;51048327	51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51068954;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51068954;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424;51060424	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	20735	3942	3105	2984	3444	3233	3047
GLRX	chr5;chr5;chr5;chr5	95813849;95813849;95813849;95813849	95822726;95822726;95822873;95822726	-;-;-;-	9025	4695	3808	3879	4248	4610	4334
CD2BP2	chr16;chr16	30350766;30350773	30354934;30355308	-;-	4543	3126	3329	2948	2633	2521	2243
CFL2	chr14;chr14;chr14;chr14;chr14	34709113;34710382;34710382;34710382;34710382	34714593;34714823;34714823;34713817;34714555	-;-;-;-;-	5711	5103	3995	4402	3955	4193	3941
IL15RA	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	5952371;5952371;5952371;5952371;5952384;5952384;5952384;5952384	5977611;5968928;5978741;5978187;5978046;5977543;5978046;5977543	-;-;-;-;-;-;-;-	26371	130	104	137	208	144	144
CEP295NL	chr17;chr17	78890579;78890579	78903201;78903201	-;-	12623	0	0	0	0	0	0
DPYS	chr8	104379431	104467055	-	87625	47	58	32	34	32	40
SPDYE11	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	73020996;73049141;73077251;73105284;77023585;75281243;75309171;75337138	73027966;73056111;73084238;73112252;77030570;75288222;75316150;75344117	-;-;-;-;-;+;+;+	55825	0	0	0	0	0	0
PCM1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	17922857;17922857;17922857;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988;17922988	17955950;17955950;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;18029948;17989584;17989584;18029948;17989584;18029948;18029948;17989584;17989584;18029948;18029948;18029948;17989584;18029948	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	107092	33399	29049	27144	25601	29197	25935
RNF39	chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000250v2_alt;chr6_GL000250v2_alt	30070266;30070266;1326182;1326182;1414356;1414356;1550037;1550037;1331016;1331016;1325426;1325426;1369185;1369185;1328358;1328358	30075849;30075851;1331765;1331767;1419941;1419939;1555620;1555622;1336601;1336599;1331006;1331004;1374770;1374768;1333941;1333943	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	44683	228	223	215	193	244	215
TMEM274P	chr1	9950572	9960787	-	10216	0	0	0	0	0	0
MIR5697	chr1	9967381	9967458	+	78	0	0	0	0	0	0
ZCCHC8	chr12;chr12;chr12;chr12;chr12	122471600;122471600;122471600;122471600;122471600	122500932;122500932;122500932;122500932;122500932	-;-;-;-;-	29333	3698	3466	3011	2881	3252	3148
HLA-F	chr6;chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt	29723340;29723434;29723434;986414;986508;986508;986066;986160;986160;1207200;1207294;1207294;986002;986096;986096;986380;986474;986474;1029599;1029693;1029693	29726526;29726524;29727296;989600;990372;989598;1147528;1147528;1147132;1210386;1211152;1210384;989188;989960;989186;989566;989564;990338;1032759;1033525;1032757	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	185177	5	10	4	13	3	12
INTS11	chr1;chr1;chr1;chr1;chr1	1311585;1311585;1311585;1311600;1311600	1324687;1324687;1324687;1324660;1324660	-;-;-;-;-	13103	2316	2336	1941	1780	1727	1540
POU4F3	chr5	146338839	146341728	+	2890	0	14	12	22	12	10
GRIP1	chr12;chr12;chr12;chr12;chr12	66347431;66347431;66347431;66347431;66347431	66679076;66679076;66804269;66804269;66679076	-;-;-;-;-	456839	16963	15764	12605	12967	14293	13873
JAKMIP3	chr10;chr10;chr10;chr10;chr10;chr10	132065946;132065946;132065946;132065946;132065946;132065946	132184858;132184858;132184858;132184858;132184858;132184858	+;+;+;+;+;+	118913	4467	5021	3710	3852	3843	3760
SPRYD3	chr12	53064316	53079390	-	15075	1877	1801	1646	1516	1510	1449
SRP19	chr5;chr5;chr5;chr5;chr5	112861188;112861188;112861188;112861287;112861287	112868392;112868392;112868392;112898371;112869788	+;+;+;+;+	37184	2934	2528	2597	2463	2556	2618
FAM104A	chr17;chr17;chr17;chr17;chr17	73207353;73207353;73207353;73207353;73207353	73232394;73232394;73227717;73232394;73232394	-;-;-;-;-	25042	2928	2823	2449	2540	2615	2350
OAS1	chr12;chr12;chr12;chr12	112906777;112906962;112906962;112906962	112918026;112933219;112919903;112919903	+;+;+;+	26443	4844	4966	4003	13583	13999	13760
BTNL2	chr6;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000253v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000250v2_alt;chr6_KI270758v1_alt	32393339;3634430;3735089;3831431;3698332;3616378;3709261;3725570;46826	32407130;3648208;3748885;3845208;3712147;3630176;3723057;3739359;60642	-;-;-;-;-;-;-;-;+	124165	0	0	0	0	0	0
WDR4	chr21;chr21;chr21;chr21;chr21;chr21;chr21	42843080;42849226;42849226;42849226;42849226;42849226;42849226	42879583;42879583;42879275;42879589;42879589;42879583;42879539	-;-;-;-;-;-;-	36510	3443	3552	2899	2874	2850	2471
MESP1	chr15	89749867	89751309	-	1443	167	233	166	156	130	100
RNU6-1	chr1;chr19;chr19;chr7;chrX;chr2;chr3;chr14;chr14;chr10;chr15	10298966;893484;1021522;123790607;141118031;174557967;181231737;32202045;32203164;13217269;67839940	10299070;893589;1021627;123790711;141118136;174558072;181231842;32202150;32203269;13217374;67840045	+;+;+;-;-;-;+;+;-;+;-	1164	0	0	0	0	0	0
RNU6-9	chr1;chr19;chr19;chr7;chrX;chr2;chr3;chr14;chr14;chr10;chr15	10298966;893484;1021522;123790607;141118030;174557966;181231737;32202045;32203164;13217269;67839939	10299070;893590;1021628;123790711;141118136;174558072;181231843;32202150;32203269;13217375;67840045	+;+;+;-;-;-;+;+;-;+;-	1171	0	0	0	0	0	0
RNU6-7	chr1;chr19;chr19;chr7;chrX;chr2;chr3;chr14;chr14;chr10;chr15	10298966;893484;1021522;123790607;141118031;174557967;181231737;32202045;32203163;13217269;67839940	10299070;893589;1021627;123790711;141118136;174558072;181231842;32202151;32203269;13217374;67840045	+;+;+;-;-;-;+;+;-;+;-	1166	0	0	0	0	0	0
